37260,99.96,99.96
37263,99.9365,99.9365
37264,99.7647,99.7647
37265,99.7101,99.7101
37266,99.9607,99.9607
37267,99.9651,99.9651
37270,99.9532,99.9532
37271,99.9535,99.9535
37272,100.0518,100.0518
37273,100.0199,100.0199
37274,100.3158,100.3158
37277,100.3447,100.3447
37278,100.4175,100.4175
37279,100.5244,100.5244
37280,100.4427,100.4427
37281,100.5665,100.5665
37284,100.4669,100.4669
37285,100.6521,100.6521
37286,100.7727,100.7727
37287,101.0289,101.0289
37288,100.3047,100.3047
37291,101.1541,101.1541
37292,101.0958,101.0958
37293,101.1939,101.1939
37294,101.0654,101.0654
37295,100.9244,100.9244
37312,101.3527,101.3527
37313,101.449,101.449
37314,101.5854,101.5854
37315,101.5407,101.5407
37316,101.6639,101.6639
37319,101.6344,101.6344
37320,101.8667,101.8667
37321,101.8313,101.8313
37322,101.7595,101.7595
37323,101.7536,101.7536
37326,101.7613,101.7613
37327,101.8519,101.8519
37328,101.961,101.961
37329,102.0832,102.0832
37330,102.1408,102.1408
37333,102.4457,102.4457
37334,102.197,102.197
37335,102.4831,102.4831
37336,102.585,102.585
37337,102.7105,102.7105
37340,102.5391,102.5391
37341,102.6231,102.6231
37342,102.811,102.811
37343,102.7613,102.7613
37344,102.5912,102.5912
37347,102.5923,102.5923
37348,103.2541,103.2541
37349,103.422,103.422
37350,103.4391,103.4391
37351,103.4861,103.4861
37354,103.6032,103.6032
37355,103.5462,103.5462
37356,103.7552,103.7552
37357,103.871,103.871
37358,103.7328,103.7328
37361,103.9714,103.9714
37362,103.9979,103.9979
37363,104.0553,104.0553
37364,104.2218,104.2218
37365,103.7598,103.7598
37368,104.0435,104.0435
37369,104.1313,104.1313
37370,104.192,104.192
37371,104.4922,104.4922
37372,104.249,104.249
37375,104.2517,104.2517
37376,104.3976,104.3976
37384,104.4107,104.4107
37385,104.3641,104.3641
37386,104.3747,104.3747
37389,104.3743,104.3743
37390,104.4828,104.4828
37391,104.4203,104.4203
37392,104.4581,104.4581
37393,104.5443,104.5443
37396,104.7601,104.7601
37397,104.7349,104.7349
37398,105.0086,105.0086
37399,104.9357,104.9357
37400,105.2649,105.2649
37403,105.1937,105.1937
37404,105.2872,105.2872
37405,105.5799,105.5799
37406,105.6614,105.6614
37407,105.3758,105.3758
37410,105.376,105.376
37411,105.537,105.537
37412,105.5093,105.5093
37413,105.4438,105.4438
37414,105.4824,105.4824
37417,105.5204,105.5204
37418,105.51,105.51
37419,105.4678,105.4678
37420,105.492,105.492
37421,105.4885,105.4885
37424,105.0708,105.0708
37425,105.4245,105.4245
37426,105.1523,105.1523
37427,105.2681,105.2681
37428,105.2181,105.2181
37431,104.5697,104.5697
37432,104.6247,104.6247
37433,104.8359,104.8359
37434,104.8078,104.8078
37435,105.0925,105.0925
37438,105.0413,105.0413
37439,105.1786,105.1786
37440,104.9721,104.9721
37441,105.0537,105.0537
37442,105.1545,105.1545
37445,105.1813,105.1813
37446,105.137,105.137
37447,105.1112,105.1112
37448,104.9777,104.9777
37449,105.1571,105.1571
37452,105.1317,105.1317
37453,104.9289,104.9289
37454,104.8938,104.8938
37455,104.7875,104.7875
37456,104.7166,104.7166
37459,104.7334,104.7334
37460,104.2389,104.2389
37461,104.6054,104.6054
37462,104.2582,104.2582
37463,104.238,104.238
37466,104.6568,104.6568
37467,104.51,104.51
37468,104.5548,104.5548
37469,104.6536,104.6536
37470,104.4618,104.4618
37473,104.5465,104.5465
37474,104.7484,104.7484
37475,104.5849,104.5849
37476,104.5657,104.5657
37477,104.6636,104.6636
37480,103.81,103.81
37481,104.5623,104.5623
37482,104.7784,104.7784
37483,104.7205,104.7205
37484,104.7241,104.7241
37487,104.7655,104.7655
37488,104.7288,104.7288
37489,104.9394,104.9394
37490,104.6797,104.6797
37494,104.7161,104.7161
37495,104.4695,104.4695
37496,104.5824,104.5824
37497,104.5113,104.5113
37498,104.425,104.425
37501,103.9238,103.9238
37502,104.4081,104.4081
37503,104.2848,104.2848
37504,103.9796,103.9796
37505,103.8341,103.8341
37508,104.0788,104.0788
37509,103.8024,103.8024
37510,103.5615,103.5615
37511,103.7218,103.7218
37512,103.9599,103.9599
37515,102.8018,102.8018
37516,103.4277,103.4277
37517,103.9944,103.9944
37518,103.7722,103.7722
37519,103.7436,103.7436
37522,103.6312,103.6312
37523,103.6267,103.6267
37524,102.7585,102.7585
37525,103.2153,103.2153
37526,103.8975,103.8975
37537,103.6882,103.6882
37538,103.7005,103.7005
37539,103.6402,103.6402
37540,103.8343,103.8343
37543,103.6185,103.6185
37544,103.59,103.59
37545,103.2575,103.2575
37546,103.4118,103.4118
37547,103.2312,103.2312
37550,103.122,103.122
37551,103.0748,103.0748
37552,102.9078,102.9078
37553,102.8766,102.8766
37554,102.7569,102.7569
37557,102.8561,102.8561
37558,102.8193,102.8193
37559,102.0915,102.0915
37560,102.4851,102.4851
37561,102.9553,102.9553
37564,103.0578,103.0578
37565,103.1696,103.1696
37566,103.097,103.097
37567,103.1175,103.1175
37568,103.0977,103.0977
37571,103.1043,103.1043
37572,103.1471,103.1471
37573,103.1343,103.1343
37574,103.0093,103.0093
37575,103.2024,103.2024
37578,103.5337,103.5337
37579,103.3465,103.3465
37580,102.4316,102.4316
37581,102.7714,102.7714
37582,103.2407,103.2407
37585,102.8013,102.8013
37586,103.4834,103.4834
37587,102.981,102.981
37588,103.5991,103.5991
37589,102.6677,102.6677
37592,102.5369,102.5369
37593,102.5578,102.5578
37594,102.57,102.57
37595,102.6676,102.6676
37596,102.7007,102.7007
37599,102.7006,102.7006
37600,102.7258,102.7258
37601,102.7138,102.7138
37602,102.7874,102.7874
37603,102.9941,102.9941
37606,102.7583,102.7583
37607,103.5451,103.5451
37608,103.3532,103.3532
37609,103.7518,103.7518
37610,103.2612,103.2612
37613,103.7607,103.7607
37614,103.2994,103.2994
37615,103.4867,103.4867
37616,103.421,103.421
37617,103.3714,103.3714
37620,103.6216,103.6216
37621,103.757,103.757
37623,103.388,103.388
37624,103.1967,103.1967
37627,103.6983,103.6983
37628,103.6456,103.6456
37629,103.386,103.386
37630,103.6913,103.6913
37631,103.7449,103.7449
37634,103.8876,103.8876
37635,103.8962,103.8962
37636,103.5291,103.5291
37637,103.6449,103.6449
37638,103.531,103.531
37641,103.6897,103.6897
37642,103.7226,103.7226
37643,104.1074,104.1074
37644,104.1685,104.1685
37645,103.9011,103.9011
37648,104.1975,104.1975
37649,104.012,104.012
37650,104.4211,104.4211
37662,104.1795,104.1795
37663,104.1861,104.1861
37664,104.1767,104.1767
37665,104.1606,104.1606
37666,104.1344,104.1344
37669,103.8284,103.8284
37670,103.6545,103.6545
37671,104.3085,104.3085
37672,104.1469,104.1469
37673,104.2275,104.2275
37676,104.1272,104.1272
37677,104.167,104.167
37678,104.0958,104.0958
37679,104.1895,104.1895
37680,104.4572,104.4572
37683,104.3252,104.3252
37684,104.3872,104.3872
37685,104.5384,104.5384
37686,104.5949,104.5949
37687,104.6574,104.6574
37690,104.5958,104.5958
37691,104.7616,104.7616
37692,104.6926,104.6926
37693,104.8166,104.8166
37694,104.7882,104.7882
37697,104.9022,104.9022
37698,104.8509,104.8509
37699,104.4952,104.4952
37700,104.9369,104.9369
37701,104.9891,104.9891
37704,105.0219,105.0219
37705,104.7496,104.7496
37706,104.9964,104.9964
37707,104.8069,104.8069
37708,105.0576,105.0576
37711,104.7897,104.7897
37712,104.7571,104.7571
37713,104.7334,104.7334
37714,104.9853,104.9853
37715,104.9588,104.9588
37718,104.8619,104.8619
37719,104.8046,104.8046
37720,104.8694,104.8694
37721,105.0227,105.0227
37722,105.0663,105.0663
37725,105.2562,105.2562
37726,104.7072,104.7072
37727,105.0247,105.0247
37728,105.135,105.135
37729,104.8539,104.8539
37732,105.1517,105.1517
37733,105.1526,105.1526
37734,105.2458,105.2458
37735,105.1318,105.1318
37736,104.8251,104.8251
37739,104.8564,104.8564
37740,105.2404,105.2404
37753,105.5604,105.5604
37754,105.4152,105.4152
37755,105.4811,105.4811
37756,105.5779,105.5779
37757,105.7747,105.7747
37760,105.0951,105.0951
37761,105.2898,105.2898
37762,105.5811,105.5811
37763,105.5749,105.5749
37764,105.403,105.403
37767,105.6368,105.6368
37768,105.6671,105.6671
37769,105.5077,105.5077
37770,105.5562,105.5562
37771,105.5556,105.5556
37774,105.54,105.54
37775,105.8583,105.8583
37776,105.0592,105.0592
37777,105.6189,105.6189
37778,105.432,105.432
37781,105.6965,105.6965
37782,105.6424,105.6424
37783,105.9645,105.9645
37784,105.6939,105.6939
37785,105.6776,105.6776
37788,105.6168,105.6168
37789,105.3981,105.3981
37790,105.8851,105.8851
37792,105.5443,105.5443
37795,105.531,105.531
37796,105.4455,105.4455
37797,105.6674,105.6674
37798,104.7985,104.7985
37799,105.1525,105.1525
37802,105.5413,105.5413
37803,105.1011,105.1011
37804,105.2711,105.2711
37805,105.3569,105.3569
37806,105.1976,105.1976
37809,105.7351,105.7351
37810,105.4387,105.4387
37811,103.282,103.282
37812,105.447,105.447
37813,105.4025,105.4025
37816,105.0442,105.0442
37817,105.0244,105.0244
37818,104.1867,104.1867
37819,105.0761,105.0761
37820,105.0804,105.0804
37823,105.1007,105.1007
37824,105.4278,105.4278
37825,105.3621,105.3621
37826,105.1006,105.1006
37827,105.3728,105.3728
37830,105.5481,105.5481
37831,105.5884,105.5884
37832,105.6616,105.6616
37833,105.4749,105.4749
37834,105.6058,105.6058
37837,105.6452,105.6452
37838,105.4278,105.4278
37839,105.546,105.546
37840,105.0511,105.0511
37844,104.8301,104.8301
37845,105.3665,105.3665
37846,105.3805,105.3805
37847,105.2662,105.2662
37852,105.5795,105.5795
37853,105.6459,105.6459
37854,105.6037,105.6037
37855,105.5556,105.5556
37858,105.3239,105.3239
37859,105.359,105.359
37860,105.334,105.334
37861,105.3626,105.3626
37862,105.4676,105.4676
37865,105.4425,105.4425
37866,105.3975,105.3975
37867,105.3567,105.3567
37868,105.2156,105.2156
37869,105.2097,105.2097
37872,105.3179,105.3179
37873,105.2455,105.2455
37874,105.2665,105.2665
37875,105.2386,105.2386
37876,105.1739,105.1739
37879,104.9146,104.9146
37880,104.7484,104.7484
37881,104.6767,104.6767
37882,104.4287,104.4287
37883,104.5932,104.5932
37886,104.1933,104.1933
37887,103.449,103.449
37888,103.0738,103.0738
37889,102.9231,102.9231
37890,102.982,102.982
37893,102.8582,102.8582
37894,102.0223,102.0223
37902,101.5626,101.5626
37903,102.1006,102.1006
37904,101.1806,101.1806
37907,101.6018,101.6018
37908,101.0014,101.0014
37909,100.5784,100.5784
37910,100.3693,100.3693
37911,100.2333,100.2333
37914,99.6035,99.6035
37915,100.7862,100.7862
37916,100.7831,100.7831
37917,100.2957,100.2957
37918,100.0216,100.0216
37921,99.97,99.97
37922,99.761,99.761
37923,99.869,99.869
37924,99.763,99.763
37925,99.8935,99.8935
37928,100.0279,100.0279
37929,100.4967,100.4967
37930,100.6059,100.6059
37931,101.355,101.355
37932,100.5549,100.5549
37935,100.6168,100.6168
37936,100.1636,100.1636
37937,100.3057,100.3057
37938,100.0515,100.0515
37939,100.0926,100.0926
37942,99.9878,99.9878
37943,99.7728,99.7728
37944,100.8861,100.8861
37945,99.9936,99.9936
37946,100.0737,100.0737
37949,100.8403,100.8403
37950,99.947,99.947
37951,99.727,99.727
37953,101.1382,101.1382
37956,101.1192,101.1192
37957,99.8465,99.8465
37958,100.2578,100.2578
37959,99.8173,99.8173
37960,99.9957,99.9957
37963,100.1084,100.1084
37964,100.4381,100.4381
37965,102.2771,102.2771
37966,102.8037,102.8037
37967,101.3521,101.3521
37970,100.9925,100.9925
37971,101.23,101.23
37972,101.0577,101.0577
37973,101.635,101.635
37974,101.8058,101.8058
37977,101.6011,101.6011
37978,102.6942,102.6942
37979,101.7212,101.7212
37980,102.4432,102.4432
37981,102.617,102.617
37984,101.8588,101.8588
37985,102.7998,102.7998
37986,103.0373,103.0373
37988,102.2506,102.2506
37991,103.1598,103.1598
37992,102.6149,102.6149
37993,101.6357,101.6357
37994,102.5899,102.5899
37995,102.4486,102.4486
37998,102.4842,102.4842
37999,103.3421,103.3421
38000,102.2579,102.2579
38001,102.2834,102.2834
38002,102.092,102.092
38015,101.7427,101.7427
38016,102.5434,102.5434
38019,101.6824,101.6824
38020,101.696,101.696
38021,101.4121,101.4121
38022,101.253,101.253
38023,102.1884,102.1884
38026,101.2563,101.2563
38027,100.8543,100.8543
38028,101.1689,101.1689
38029,101.2009,101.2009
38030,101.1924,101.1924
38033,101.5615,101.5615
38034,101.4273,101.4273
38035,101.3258,101.3258
38036,101.2973,101.2973
38037,101.1612,101.1612
38040,101.2384,101.2384
38041,101.2762,101.2762
38042,101.1039,101.1039
38043,100.2508,100.2508
38044,101.4307,101.4307
38047,100.2127,100.2127
38048,100.1386,100.1386
38049,101.2673,101.2673
38050,100.4136,100.4136
38051,101.2131,101.2131
38054,100.1397,100.1397
38055,99.7766,99.7766
38056,101.0781,101.0781
38057,99.7972,99.7972
38058,99.929,99.929
38061,101.4443,101.4443
38062,100.6108,100.6108
38063,100.2921,100.2921
38064,100.0456,100.0456
38065,101.1413,101.1413
38068,99.9816,99.9816
38069,99.8461,99.8461
38070,99.645,99.645
38071,99.811,99.811
38072,99.7691,99.7691
38075,99.594,99.594
38076,99.6334,99.6334
38077,101.1512,101.1512
38078,99.508,99.508
38082,99.6133,99.6133
38083,99.6315,99.6315
38084,100.7094,100.7094
38085,98.8864,98.8864
38086,99.1808,99.1808
38089,98.4521,98.4521
38090,98.7819,98.7819
38091,100.4761,100.4761
38092,98.2953,98.2953
38093,97.9353,97.9353
38096,96.7517,96.7517
38097,96.0467,96.0467
38098,95.777,95.777
38099,96.0122,96.0122
38100,95.7387,95.7387
38103,95.5963,95.5963
38104,96.219,96.219
38105,97.7776,97.7776
38106,96.4694,96.4694
38107,95.5449,95.5449
38117,95.3679,95.3679
38118,95.7376,95.7376
38119,95.8795,95.8795
38120,96.1739,96.1739
38121,96.6694,96.6694
38124,97.3644,97.3644
38125,97.3081,97.3081
38126,96.4566,96.4566
38127,96.1621,96.1621
38128,95.7934,95.7934
38131,96.8955,96.8955
38132,97.5717,97.5717
38133,97.6543,97.6543
38134,97.0835,97.0835
38135,97.4633,97.4633
38138,96.694,96.694
38139,99.5933,99.5933
38140,99.7652,99.7652
38141,100.6315,100.6315
38142,98.2496,98.2496
38145,98.2214,98.2214
38146,97.6389,97.6389
38147,97.1729,97.1729
38148,97.1567,97.1567
38149,97.2895,97.2895
38152,96.8446,96.8446
38153,97.0924,97.0924
38154,97.1138,97.1138
38155,97.4587,97.4587
38156,97.9841,97.9841
38159,97.5101,97.5101
38160,97.5543,97.5543
38161,98.2709,98.2709
38162,98.3925,98.3925
38163,98.7772,98.7772
38166,97.6514,97.6514
38167,98.9957,98.9957
38168,99.0008,99.0008
38169,97.4782,97.4782
38170,99.5806,99.5806
38173,97.4615,97.4615
38174,97.3287,97.3287
38175,96.9862,96.9862
38176,96.9486,96.9486
38177,97.4297,97.4297
38180,97.0638,97.0638
38181,96.7994,96.7994
38182,95.9381,95.9381
38183,95.9871,95.9871
38184,97.167,97.167
38187,97.2599,97.2599
38188,97.143,97.143
38189,97.1421,97.1421
38190,96.9701,96.9701
38191,97.0416,97.0416
38194,97.1999,97.1999
38195,97.0345,97.0345
38196,97.6121,97.6121
38197,97.6143,97.6143
38198,97.6293,97.6293
38201,97.5647,97.5647
38202,97.5305,97.5305
38203,96.5374,96.5374
38204,97.5269,97.5269
38205,97.4315,97.4315
38208,97.7798,97.7798
38209,97.8149,97.8149
38210,96.7513,96.7513
38211,97.3414,97.3414
38212,97.4476,97.4476
38215,97.2723,97.2723
38216,97.3036,97.3036
38217,96.5218,96.5218
38218,97.1436,97.1436
38219,98.9703,98.9703
38222,97.8209,97.8209
38223,97.5176,97.5176
38224,96.6919,96.6919
38225,97.6023,97.6023
38226,97.2614,97.2614
38229,97.3315,97.3315
38230,97.0908,97.0908
38231,96.6127,96.6127
38232,97.0044,97.0044
